dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,81.392990,162.346426,15.000000,30.000000,30.000000,30.000000,6.204031
1.000000,126.160818,157.802431,60.000000,60.000000,30.000000,0.000000,6.171292
1.000000,178.667926,152.754780,112.754466,45.508932,-14.491068,-44.491068,6.218885
1.000000,209.155053,151.778960,143.263398,15.508932,-30.000000,-15.508932,0.005350
1.000000,216.908313,151.906182,151.017864,0.000000,-15.508932,14.491068,0.027771
1.000000,216.908313,151.906182,151.017864,0.000000,0.000000,15.508932,0.027771
