dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,81.830704,120.731875,15.000000,30.000000,30.000000,30.000000,0.072619
1.000000,125.735923,130.109333,60.000000,60.000000,30.000000,0.000000,0.305802
1.000000,177.049206,146.440929,113.861355,47.722710,-12.277290,-42.277290,0.250020
1.000000,209.319513,151.476761,146.584065,17.722710,-30.000000,-17.722710,0.038361
1.000000,218.178715,151.482715,155.445420,0.000000,-17.722710,12.277290,6.245229
1.000000,218.178715,151.482715,155.445420,0.000000,0.000000,17.722710,6.245229
