dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,77.876780,161.676216,15.000000,30.000000,30.000000,30.000000,6.154767
1.000000,118.357946,143.685017,60.000000,60.000000,30.000000,0.000000,5.556537
1.000000,151.396867,94.073118,120.000000,60.000000,0.000000,-30.000000,5.165922
1.000000,176.582596,48.632680,172.035191,44.070382,-15.929618,-15.929618,5.353346
1.000000,197.312833,28.459897,201.105573,14.070382,-30.000000,-14.070382,5.696637
1.000000,203.357364,24.866028,208.140763,0.000000,-14.070382,15.929618,5.797153
1.000000,203.357364,24.866028,208.140763,0.000000,0.000000,14.070382,5.797153
