dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,83.359815,210.294177,15.000000,30.000000,30.000000,30.000000,0.272092
1.000000,122.623183,231.831106,60.000000,60.000000,30.000000,0.000000,0.604370
1.000000,177.221307,253.647736,120.000000,60.000000,0.000000,-30.000000,6.222779
1.000000,231.847581,235.858793,177.763283,55.526565,-4.473435,-4.473435,5.929933
1.000000,259.124916,208.641787,218.289848,25.526565,-30.000000,-25.526565,4.920570
1.000000,260.101966,195.946769,231.053131,0.000000,-25.526565,4.473435,4.679614
1.000000,260.101966,195.946769,231.053131,0.000000,0.000000,25.526565,4.679614
