dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,81.127563,160.662877,15.000000,30.000000,30.000000,30.000000,5.972125
1.000000,117.976726,135.562089,60.000000,60.000000,30.000000,0.000000,5.510879
1.000000,164.023116,97.653257,120.000000,60.000000,0.000000,-30.000000,5.867081
1.000000,223.047441,92.323965,180.000000,60.000000,0.000000,0.000000,6.131343
1.000000,273.225187,97.919339,232.849360,45.698719,-14.301281,-14.301281,0.858187
1.000000,282.314078,126.699322,263.548079,15.698719,-30.000000,-15.698719,1.508655
1.000000,282.545726,134.544028,271.397438,0.000000,-15.698719,14.301281,1.570796
1.000000,282.545726,134.544028,271.397438,0.000000,0.000000,15.698719,1.570796
